alex排名	域名
404241	rainbowfoods.com@ns2.twtelecom.net
404243	asahipress.com@ns3.skyarch.ne.jp
404249	vinnitsa.com@ns.vntp.net
404251	ohruri.com@ns2.caters.co.jp
404253	schluter.com@ns3.primelink1.net
404267	calorie-count.com@txdns1.about.com
404271	girlsprofit.com@ns1.girlsprofit.com
404279	tunisieprojet.com@ns2.tunisieup.com
404296	peolpstar.com@ns1.peolpstar.com
404297	wisepunter.com@dns1.1steasy.net
404299	shopping-time.com.au@ns1.beyoung.fr
404300	elpadrotte.net@ns2.atspace.me
404316	advirtours.com@ns2.netexsoftware.com
404319	jobs9.co.in@ns1.jobs9.co.in
404321	worldfree4u.co.in@ns2.net4india.com
404323	starletgals.com@ns2.amerinoc.com
404328	roadmatecar.com@name.emeye.co.kr
404332	blush.com.pk@ns1.nawadarathosting.com
404339	xenproject.org@master.ns.xenproject.org
404343	ifeel.edu.in@ns1.rapidns.com
404354	pon-soup.com@ns2.pon-soup.com
404358	onb.com.sd@ns1.onb.com.sd
404359	cinemacult.com@ns2.amerinoc.com
404361	standartpark.ru@ns2.rsnx.ru
404378	jorgevega.com.ar@dns2.servidoraweb.net
404408	clip4sale.com@dns1.intermarkproductions.com
404417	szvc.com.cn@ns1.szvc.com.cn
404450	vgonatura.com@ns55.hostlife.net
404461	myhotels.ws@ns1.lebeyes.com
404488	innoetics.com@kastelorizo.ilsp.gr
404495	easthamptonstar.com@edns2.teamholistic.com
404498	nudist-video.net@ns2.beach-photos.net
404505	sitzmusterdestodes.com@ns2.wix.com
404527	spokanimal.org@ns2.go180.net
404529	pobierajmp3.pl@ns1.pobierajmp3.pl
404542	hyipshoping.com@ns3.hostia.name
404546	ruslit.net@ns2.ox.host1plus.com
404570	moneymillionnaire.be@ns02.hcbmedia.nl
404573	mastihub.com@ns1.zamped.com
404575	poisk-ipoteka.ru@isp37.coopertino.org
404576	zabor-sad.ru@ns.majordomo.ru
404584	carvit.ro@ns.btz.ro
404601	fastbookspa.it@lx1.messaggerielibri.it
404605	ipulcanada.com@ns4.panelboxmanager.com
404607	jachtserwis.pl@ns12.linuxpl.com
404612	kansensho.or.jp@ns2.kyorin.co.jp
404613	kikooo.com@ns.nexylan.net
404618	univ-ovidius.ro@ns.micronet.ro
404623	acura-legend.com@name1.autoforums.com
404625	eltasat.cz@ns1.itstudio.cz
404636	mimsny.com@ns2.emailbyclick.com
404651	unr-paca.fr@mso1l160.u-3mrs.fr
404655	digibib.net@platon.hbz-nrw.de
404663	noseriously.org@ns2.uploadthe.net
404703	pocketcents.com@ns2.pocketcents.com
404704	itelcel.com@dns2i.itelcel.com
404714	divxonllne.biz@ns.divxonllne.biz
404720	paisajess101.com@ns3.escritorium.com
404721	garagestore.hu@ns2.mediacenter.hu
404729	aaholidays.co.za@ns2.iafrica.com
404735	directoryweburl.com@dns18.parkpage.foundationapi.com
404740	manasat.com@ns.igrejamana.com
404753	refoweb.net@ns1.aklick.info
404767	puntaje.com.ar@ns2.duplika.com
404781	zlatoust74.ru@ns1.1gb.ru
404785	gardenbreizh.org@87-98-137-77.ovh.net
404786	onering.in@ns2.rediffmailpro.com
404790	musculacao.net@ns3.webhs.org
404812	mobarezpress.com@navid1.irandns.com
404813	snoopitnow.com@ns1.snoopitnow.com
404825	wanet.co.il@ns2.host-gate.org
404828	roda.rs@dns2.eunethosting.com
404838	stjohns.in@ns2.net4india.com
404841	piatraonline.ro@ns3.wdp-gazduire.ro
404849	omohan.com@ns1.tsukaeru.net
404853	i-cakes.ca@whns2.colosseum.com
404859	secretrecipe.com.my@ns17.ipserverone.com
404890	agleventisplc.com@ns.mainnameserver.com
404895	gabinet.eu@ds1.nfz.net.pl
404911	thailandvillasforum.com@ns2.blthai.com
404923	medtechmarket.ru@ns1.chaser.ru
404939	agykontroll.hu@ns2.serverfarm.hu
404945	top-game.net@ns3.nthost.ru
404949	maxrules.com@ns4.hmdnsgroup.com
404957	sandhillstech.com@ns2.dbvisions.com
404973	blkhospital.com@ns1.swtservers.com
404996	muftisays.com@ns.mainnameserver.com
405001	befosok.hu@ns.mh-admin.eu
405003	chawdernews.com@ns1.3essentials.com
405008	ennotas.com@ns2.ennotas.com
405012	rajaebookgratis.com@ns3.dnsoke.com
405042	mayoeducationcentre.ie@ns3.webworld.ie
405043	psru.ac.th@ns2.psru.ac.th
405047	bucataria-romaneasca.ro@ns2.mxserver.ro
405052	academia-research.com@ns.academia-research.com
405056	web-lesson.ru@ns2.web-lesson.ru
405061	studioczystosci.pl@ns1.unixstorm.org
405066	whybuynew.co.uk@ns1.2dservers.net
405076	unicef.org.au@ns1.bluefirems.com.au
405093	hsmc.edu.hk@vm-ns02.hsmc.edu.hk
405095	juegosgratis.net@dns8.hostxtrem.com
405119	xxxfilmy.tv@ns2.pornogid.tv
405131	linktodirectory.org@ns1.thewebhostserver.com
405144	pickupdiesel-drag.com@ns107.hostinglotus.net
405148	centurylinkapps.com@ns1.peaksystems.com
405151	webaruhaz.hu@ns.centralnet.hu
405157	sealitforever.com@ns2.olm.net
405158	cute.or.jp@ns.cute.or.jp
405167	booktrade.info@ns.stagebooks.co.uk
405176	wy510.com@dns1.3366dns.com
405180	zabinfo.ru@ns.vrnet.ru
405181	benedict.ch@stargazer.dataway.ch
405185	phtab.com@ht1.hagioteam.com
405202	otveti-ege-2013.ru@ns1.svadba-po-nashemu.ru
405234	scale4x4rc.org@ns1.scale4x4rc.org
405237	florabundance.com@ns2.myhrecodev.com
405245	ctscms.com@ns2.dns-ez.com
405249	sociologyby.org@ns1.doncause.ru
405254	keralataxes.in@ldslave.kerala.gov.in
405256	hamnaz.ir@ns2.2hamdam.com
405259	discutbb.com@ks3321223.kimsufi.com
405280	seigura.com@ns2.infofukui.net
405292	knivesshipfree.com@ns1.bohndistributing.com
405293	singerindia.net@ns2.net4india.com
405298	pupeczki.com@ks3290574.kimsufi.com
405307	moodating.com@ns1.mycyberhosting.com
405318	wadowice24.pl@ns384510.ovh.net
405319	hackxcrack.es@ks389013.kimsufi.com
405323	bisdtx.org@BISD-DNS2.bisdtx.org
405325	ojd-internet.com@baine.digital-network.net
405341	omerta.cc@ns1.e-investhost.com
405347	inaani.com@dns1.revehosting.com
405367	mornar.net@ns2.mainnameserver.com
405383	islamonline.com@ns4.islamonline.com
405385	colorporntube.com@ns1.colorporntube.com
405392	rahsiaputu.com@ns2.datakl.com
405407	shoponline.in@ns3.dnsindia.net
405412	kiwi.kz@isp.telecom.kz
405418	tt-ouendan.com@ns2.dnso-do.com
405420	moviemonsters.gr@ns2.ezhostingserver.com
405424	conceptionslive.com@b.ns.myregisteredsite.com
405427	whoore.com@ns2.conepuppy.com
405437	taxigruz.kiev.ua@ns1.evo4ka.com
405448	nowkidding.com@ns1.24livehost.com
405449	mypainfreeperiod.com@dns7.doteasy.com
405452	baycom.jp@ns2.gao.ne.jp
405453	messenger.es@ns99.colorvivo.net
405458	ritz-cs.com@ns3.netplatz.jp
405463	porn-for-free-xxx.com@ns1.teaser-ads.com
405469	gefweb.org@ns2.advomatic.com
405484	eightteenhoneys.net@ns2.18teencore.net
405485	megapornobilder.com@ns1.kolido.net
405494	ebuzz.co.kr@ns.etimesi.com
405496	hreo.com@auth20.ns.nyi.net
405498	escortmadeira.com@ns6.pt-host.net
405536	voipinfo.ru@ns1.ironpbx.com
405547	glbsoft.com@ns2.twtelecom.net
405550	dracik.sk@ns2.vnet.sk
405559	xwifetube.com@ns2.servers.adulteuhost.net
405562	hellporn.net@ns1.hellporn.net
405570	bobmarketing.com@ds1318-dns1.centos-server.net
405573	beyaz.net@dns.beyaz.net
405576	blogcarnivalhq.com@ns1.drakemedia.ca
405578	logandaily.com@a.ns.acminteractive.net
405582	matahari.co.id@dns2.link.net.id
405590	dswebstudios.com@rs13.registrar-servers.com
405604	1pornin.com@ns2.pornozrel.biz
405610	hirdavatmarketim.com@ns12.arneks.com
405616	injuryfix.com@ns1.injuryfix.com
405618	magazinavantazh.ru@ns2.storeland.ru
405624	oasisnyc.net@ns1.pins.net
405629	readter.com@dns1.webhostnix.com
405638	ht.ua@ns.icc.com.ua
405639	wireless-marketer.com@ns3.zoneedit.com
405650	top-majice.com@ns2.si-shell.net
405656	hollywoodhighlights.net@ns1.nightlifemobile.com
405666	toptrafficwholesaler.com@ns3.acahosting.com
405669	inetbox.net@ns41.p-host.biz
405672	endlesscoupons.net@ns2.bluediamondhost.com
405676	andrevv.com@ns1.brunosden.com
405691	sexmisused.com@NS2.ZORV.com
405694	frboard.com@ns4.zoneedit.com
405701	sanguli.es@ns2.svtcpd.net
405704	nandyala.org@ns1.nandyala.org
405722	tutmp3.net@ns1.tutmp3.net
405731	americanfleas.com@ns2.americanfleas.com
405741	tuttologia.com@ns1.tuttologia.com
405745	otetonas.com@ns1.losdns.net
405753	stopyourekillingme.com@ns2.secure.net
405762	nukimashou.com@ns2.siskin.arvixe.com
405784	onlineprinters.be@dns2.pns.de
405789	overlandbudapest.hu@dns3.telit.hu
405806	gorodperm.ru@ns1.wdepo.ru
405821	wotracking.com@ns2.amerinoc.com
405829	popart.hk@dns2.popartgroup.info
405840	sobitemplates.com@ns3.robertswebdesign.net
405858	conhecaja.com@ns2.portofacil.net
405861	recojapan.com@ns.recojapan.com
405870	gemini-k.com@16ns.nsk.park-web.ru
405877	darmowki.eu@ns11.linuxpl.com
405893	xela.ru@ns2.rsnx.ru
405908	cdt-sunnydiamond.com@ns1.sedoparking.com
405922	kimgray.co.za@ns6.zoneedit.co.uk
405935	pedmir.ru@ns2.pedmir.ru
405946	getzips.com@dns1.hostingsolutions.net
405964	wellingtonkwan.com@lax01.tier3techsupport.com
405992	100lu.cn@ns42.rookdns.com
405994	naszaliga.pl@ns10.linuxpl.com
405998	ishida-watch.com@ns2.secure.net
406011	fattail.com@ns2.dn.net
406017	orchid-club.com@ns1.kitocorp.com
406019	pep.co.ir@ns1.pep.co.ir
406025	allsouth.org@ns2.secure.net
406031	boarddung.com@ns1.gigabyte.in.th
406036	jbl.de@ns1.switch2linux.de
406051	zeitverschiebung.net@ns02.1blu.de
406052	penisenlargementpill.in@ns256.edns1.com
406060	postofficeopeninghours.co.uk@ns2.toube.com
406065	manilajockey.com@ns2.wsiph2.com
406095	nigeriajobspace.com@ns2.web4africa.com
406096	thehighcalling.org@ns1.worldpost.org
406100	web-books.com@ns1.web-books.com
406122	mydubaiconnection.com@ns1.gohsphere.com
406128	vpmthane.org@ns7.indialinks.com
406136	bmwsar.ru@ns2.bmwsar.ru
406139	ozkaymak.com.tr@ns.etms.com.tr
406151	seo-newbie.ru@ns1.mitest.ru
406169	jogjog.com@name1.jogatom.co.jp
406173	simplybudgeted.com@ns782.dizinc.com
406174	buy-ak.ru@ns2.majordomo.ru
406176	freshcig.co.uk@ns2.vhdns.net
406179	trannyfreaksofporn.com@dns5.tncservers.net
406184	bulatlat.com@ns2.hostphilippines.com
406193	doverie-clinica.ru@ns4.nic.ru
406201	detki38.ru@ns2.7910.org
406205	sexolatinas.org@ns2.sedoparking.com
406230	matrixar.com@ns2.mainnameserver.com
406239	mteadcoop.com@ns1.mte-enterprises.com
406242	namore.info@duilwen.cb4.net
406280	magazine-rest.in.ua@ns1.artsv.net
406281	polit-mix.net@ns2.polit-mix.net
406293	lifefrommylaptop.com@ns7.momwebs.com
406308	list-twister.com@dns.parkpage.foundationapi.com
406318	tatonka.com@tatsrvw1.tatonka.com
406321	hctv.tv@ns2.heartinternet.co.uk
406322	drhactu.com@ns1.sedoparking.com
406328	hitspower.com@ns3.in.dominios.uol.com.br
406334	bioprasino.gr@ns1.gravitycontrol.gr
406373	foroyaa.gm@ns51.securenet-server.net
406377	life-is-once.jp@ns4.xserver.jp
406388	imsplays.com@ns1.hostingfarms.com
406392	taf.in.th@ns1.icafeserver.com
406407	liverpoolway.co.uk@ns2.ukcoarsefishing.net
406417	takecharge.com@gw4.aexp.com
406430	karvatgroup.in@ns7.indialinks.com
406452	secretsmoney.com@ns1.endns.com
406453	vnet.sk@ns2.vnet.sk
406457	upyachka.ru@ns1.wahome.ru
406460	seattlecca.org@ns01.seattlecca.org
406466	torrents-load.net@ns2.infiumhost.com
406472	qau.edu.cn@dns2.qau.edu.cn
406473	catoonnetwork.com@ns3.parklogic.com
406478	ukpassats.co.uk@ns1.vidahost.com
406531	z1035.com@ns2.evanovradio.org
406554	essaturn.com@ns2.yesup.net
406562	swissjustmexico.com@dns2.serv.net.mx
406564	medincom.info@ns1.urtc.ru
406570	ariellisart.com@2.nsjet.com
406585	batitel.com@ns1.batitel.com
406592	ekip.pl@ns2.seo-linuxpl.com
406594	enfababy.com@frdns1.orisma.com
406602	checkmend.com@ns0.recipero.net
406607	frasharticles.com@ns2.cityhost.com.ua
406631	bestwpthemez.com@ns7.stpserver10.com
406642	besthomedesigns.org@ns2.froghost.com
406653	sumitomo-gold.com@ns1.sumitomo-gold.com
406655	exercise-at-slm.co.uk@batman.nsinet.co.uk
406677	grinvi.com@dns8.hostxtrem.com
406685	unikmsg.com@ns2.server22.com
406691	jadi.cz@ns2.simplia.cz
406703	altok10.com@ns1.net4india.com
406712	ahoycaptain.com@ns2.serverhost.net
406713	pet-dog-cat-supply-store.com@ns1.grpet.com
406735	provizor-online.ru@ns3.majordomo.ru
406736	kalima.tn@ns2.gnet.tn
406738	spearmintrhinolv.com@ns2.cybercon.com
406764	hotcapital.net@ns.majordomo.ru
406781	compasss.org.ua@beta.freehost.com.ua
406784	umsurabaya.ac.id@nss2.rumahweb.com
406786	thecelebritywatch.com@ns1.auwsum.com
406799	profitableonlinestore.com@ns1.mywifequitherjob.com
406802	vegguide.org@ns.waste.org
406809	coronitasacessorios.com.br@ns1.iset.com.br
406817	balligho.com@NS1.BALLIGHO.NET
406846	kupibuketik.ru@ns1.qxhosting.in
406878	belspeckontrakt.by@ns1.bn.by
406904	varsitymale.com@ns2.portcitysystems.com
406910	recherche2videos.com@ns1.mykoporn.com
406913	technoindiagroup.com@ns14.goforhosting.com
406942	hodaidah.com@ns1.mharat.net
406945	ictour.cz@ns2.datahost.cz
406955	lapassionduvin.com@ns1.online.net
406967	tank-compare.com@ns.andraz.net
406980	conopljanews.net@ns2.ravangrad.net
406981	saki-daisuki.info@ns4.xserver.jp
406985	thewebinarvet.com@ns.mainnameserver.com
406989	porntubster.com@ns2.porntubster.com
406994	socialengine.ru@ns.majordomo.ru
407007	mohfw.gov.bd@ns2.dghs.gov.bd
407018	silahoyunu.org@ns1.atesvesu.org
407023	celiakia.pl@ns1.celiakia.pl
407027	your-hosting.ru@ns2.friendhosting-1-1.biz
407043	exideindustries.com@ns1.net4india.com
407044	seooki.ua@ns1.vps.ua
407057	onlinegonki.ru@ns2.alawar.com
407065	daiei-ed.co.jp@ns1.secure.net
407071	kotoden.co.jp@ns1.kotoden.co.jp
407090	addm.cc@ns2.addmefast.com
407100	bdpa-detroit.org@ns45.securenet-server.net
407107	good-best.com@ns1.edong.com
407108	oigawa-railway.co.jp@ns1.secure.net
407133	agfc.com@pns-2.cdc.nicusa.com
407135	katerina-iskusnica.ru@ns1.renua.ru
407147	online.rs@dns2.eunethosting.com
407148	viper-7.com@ns2.zoneedit.com
407152	n-shoten.jp@ns2.secure.net
407158	meridiantld.net@ns2.meridiantld.net
407170	misseclipse.ru@ns1.t-agency.ru
407224	ccc.org.co@ns3.ccc.org.co
407225	guidederecherche.com@ns206389.ovh.net
407228	freeadultgames2.com@ns1.pixelvaniya.com
407233	quickfromchina.ru@ns1.rus-dns.ru
407243	chocolatdujour.com.br@ns1.one2one.com.br
407244	dimplesanddandelions.com@ns2.colo4dallas.net
407250	hanaso.jp@dns2.broadcenter.jp
407254	gaire.com@ns3.webworld.org
407264	ondio.in@ns1.ondio.in
407284	bogosl.ru@ns2.sedoparking.com
407307	officialwesthamstore.com@endor.spitfireuk.net
407331	vadikel.ru@ns2.cityhost.com.ua
407348	smartfonik.pl@ks211196.kimsufi.com
407374	tutinteresno.ru@ns14.hostia.name
407377	tolstushechka.ru@ns1.bbwsn.com
407400	greenmart.com.ua@ns.cim.ua
407419	seonook.co.uk@ns12.linuxpl.com
407430	invest-trend.ru@ns1.trb-group.ru
407432	seatsandsofas.de@ns2.seatsandsofas.nl
407452	vanguardia.com.py@sce.cnc.una.py
407478	mom2momkc.com@ns4.nandomedia.com
407491	mondogames.com@ns2.mondofactory.com
407503	agat-hyundai.ru@ns.majordomo.ru
407517	kmca.info@ns2.net4india.com
407519	eluniversoautos.com@ns1.cocolon.com
407520	metadas.com@ns2.mainnameserver.com
407528	movistar.com.gt@nssv.telefonica-ca.net
407531	ganoexcel2u.com@ns7.zoneedit.com
407537	solarnavigator.net@ns33.seanic.net
407543	conversiondoktor.de@ns.dns-gateway.de
407548	seenly.com.tw@ns1.365.cc
407562	forexmarketgates.ru@dns2.black-sun.ru
407572	hashclans.com@ns1.hashclans.com
407623	xxxgals.in@ns1.sedoparking.com
407632	escortsandbrothels.co.nz@dns1.goldcoast-escorts-australia.com
407633	stpsb.org@ens1.stpsb.org
407637	xn--80apydf.xn--p1ai@ns8-l2.nic.ru
407640	thevoiceindonesia.co.id@ns2.suryacitra.com
407644	compiks74.ru@ns1.sculptorss.ru
407646	ad6media.co.uk@dns2.sd1.fr
407668	inet-sec.com@nsn003.i-asp.ne.jp
407697	easymarketcrs.it@ns1.sarrasystems.it
407701	minjina-kuhinjica.com@dns2.eunethosting.com
407705	peak.org@ns1.peak.org
407710	smilepanic.com@beta.freehost.com.ua
407713	firefest.info@ns.netassist.kiev.ua
407749	freevintageknitting.com@ns26.modserver.com
407760	turkiyeinternette.com@dns1.securemate.net
407771	handle-marche.com@ns5.xserver.jp
407777	portalprogresso.com@ns1.stoledo.com.br
407782	lisani.jp@ns2.unitea.jp
407783	mir-mebely.su@ns1.coopertino.ru
407795	edualter.org@mail.pangea.org
407806	fujicars.jp@ns1.creative-japan.org
407811	spk-berlin.de@ulme.sbb.spk-berlin.de
407852	zagrywki.net@ns1.d030.neteasy.pl
407854	siempre.co.jp@ns3.xserver.jp
407857	weboperador.com.ar@ns1.hostear.com
407865	xwiki.org@ns2.xwiki.com
407878	fluidfitness.in@ns1.net4india.com
407885	accesto.pl@fns1.42.pl
407894	downzine.com@ns72.downtownhost.com
407911	logofactoryweb.com@mrddns002.misterdomain.eu
407913	kniga-diva.ru@ns.majordomo.ru
407926	videvo.net@ns1.videvo.net
407935	bookeasytriptravelblog.com@ns2.ocpdns.com
407941	indiahowto.com@ns2.net4india.com
407942	spaguts.com@ns1.dnsexit.com
407945	maxpix.ir@ns1.shivahost.net
407950	cc.tx.us@dns.ns.gen.tx.us
407959	biegajznami.pl@zefir.softel.elblag.pl
407968	realityholding.sk@ns3.skhosting.eu
407972	goldprice.com.tw@ns202.edns1.net
407973	occmakeup.com@ns56.4admin.com
407981	jatekbetyar.hu@ns2.mediacenter.hu
408000	techbloghub.com@ns1.techbloghub.com
408007	oshomo.com@dns5.parkpage.foundationapi.com
408011	autoteile-direkt24.de@ns2.2-host.de
408016	stylenest.co.uk@ns.heartinternet.co.uk
408028	toner.jp@ns17.zoneedit.com
408039	tarot-egipcio.com@dns.hospedando.com
408058	oxelon.com@ns1.lunarservers.com
408060	uspharmacist.com@njcolo.dns.jobson.com
408071	nipponpaint.com.my@m-staging.nipponpaint.com.my
408082	krb.in.ua@ns2.merkury.in.ua
408088	thebestfiles.com@ns1.dnsexit.com
408102	06la.com@dns1.3366dns.com
408109	zalogzdorovya.ru@ns3.majordomo.ru
408114	gameduaxe.net@slv8.24h.com.vn
408118	mgdi.com.tw@ns3.mgdi.com.tw
408120	evanovradio.com@ns2.evanovradio.org
408123	asiafuns.com@ns2.webdmoz.com
408136	rfi.ro@ns1.rfi.ro
408147	taximetre.ro@ns2.netclip-hosting.com
408168	xtrasize.nl@ns2.ho24.org
408170	wafasalaf.ma@interwafasalaf2.wafasalaf.ma
408172	asamblea.gob.sv@dns2.navega.net.gt
408199	szkolenia24h.pl@ns1.szkolenie24h.pl
408221	ultop.ru@ns2.m-st.ru
408224	ephonereverse.com@ns3.ritehosting.com
408233	290-45-45.ru@ns1.290-45-45.ru
408243	slhn.org@ns2b.dbsintl.net
408256	galeriexxx.net@ns.etigris.com
408266	streetmapof.co.uk@ns2.yunord.net
408274	it-sudparis.eu@ns1.int-evry.fr
408314	hitov.ru@ns2.hitov.ru
408323	clixa.com@vns2.nocdirect.com
408329	benefitspark.com@ns2.ocpdns.com
408353	skywatchdealers.com@ns2.aspirationhosting.com
408354	p963.com@ns1.mycyberhosting.com
408362	canamgroup.com@ns2.toucan.arvixe.com
408371	trashbuzz.com@ns4.dnsexit.com
408384	wpsells.com@ns1.wpsells.com
408386	my-ayurvedic.com@ns02.1blu.de
408398	seocat.com.pl@ns1.dahost.pl
408406	tv5.co.th@ns1.tv5.co.th
408425	iyatv.com@ns.iyatv.com
408440	telemat.it@dns2.mmm.it
408454	unesco.org.uy@castor.unesco.org.uy
408470	jedu.fi@ns2.jedu.fi
408477	cyberlettech.com@2.namedc.com
408479	2012hacks.com@ns2.2012hacks.com
408481	ucdb.br@ns2.ucdb.br
408491	kursguiden.no@ns2.terki.no
408492	tesmer.org.tr@media.tesmer.org.tr
408498	ladyhealth.com.ua@glianec.cityhost.com.ua
408514	reklamowo.net@ns2.xxl-dns.de
408517	muzz.cz@ns02.dns-online.eu
408526	findjapancars.com@ns4.findjapancars.com
408529	koka36.de@dns1.einsnull.com
408533	go4media.com.pl@ns12.linuxpl.com
408571	smcinternational.in@ns2.webhostting.in
408576	hgzsc.com@ns2.sedoparking.com
408579	de.vc@ns2.idnscan.net
408586	bbi-reizen.nl@ns2.netformatie.nl
408599	www.ch@ns2.sedoparking.com
408605	fightacademymma.com@ns2.secure.net
408614	parspeik.com@ns2.parspeik.com
408619	cricistan.com@ns2.cricistan.com
408623	big-direkt.de@dns01.pironet-ndh.com
408624	rmeuropean.com@dns1.appliedi.net
408633	kwarapolytechnic.com@ns10.secureserversdot.net
408637	neocar.ru@ns5.newdesign.ru
408650	freebrazzers.net@ns2.amerinoc.com
408656	st-industry.com@ns2.doncause.ru
408659	angolodifarenz.it@ns2.netsons.com
408663	microsemi.com@ns2.microsemi.com
408697	theperfecttitle.com@ns1.preschooleducation.net
408699	paypornreview.com@ns2.realawm.com
408705	ezprepping.com@ns1.peacefulspirit.com
408713	infotelenovelas.com@ns2.detelenovela.com
408719	arealbreakthrough.com@ns2.getitonline.com
408720	tivoliaudio.com@ns19.zoneedit.com
408736	rogerhedgecock.com@ns2.coapt.com
408753	m0n0china.org@ns1.edong.com
408764	golebieonline.pl@ns2.s2.netinvent.eu
408772	stretchinternet.com@ns2.thechatfieldgroup.com
408775	fadeoutzone.com@ns3.dwhs.net
408777	fsize.com@ns3.dnsfarm.org
408782	weszlo.pl@nsr4.domeny.com
408796	judgemyride.net@c.ns.interland.net
408824	nic.ly@dns1.lttnet.net
408827	smisms.com@ns1.mygalaxyhost.com
408829	rbge.org.uk@ns2.brunel.ac.uk
408839	gwbn.net.cn@gwbn.net.cn
408851	lenspecsmu.ru@ns3.palmira.net
408865	okprint38.ru@ns1.nethouse.ru
408872	greendiet.pl@ns1.nameserverus2.com
408886	latecla.info@ns2.sradns.com
408894	englishdepot.com@ns1.goldpagehost.com
408895	artisticthreadworks.com@ns4.fastservers.net
408897	dvd-store.it@ns1.server-dedicati.com
408899	nudt.edu.cn@pdns.nudt.edu.cn
408902	echosante.com@dns1.primiti.net
408905	khexanh.net@NS2.TENTEN.VN
408906	whoisalexparker.com@ns6.lunarbreeze.com
408918	4interior.ro@ns12.reea-hosting.ro
408927	2013couponsprintable.com@ns1.myhosting.com
408929	mehrafraz.com@ns4.dnsexit.com
408930	ernya.com@ns2.ernya.com
408933	ariegenews.com@ns1-94-23-119-138.midinews.net
408935	tokyodisneyresort.jp@ns5.agilit-hosting.com
408939	seodemotivators.ru@ns1.directoptima.ru
408943	smponbank.ru@ns.relline.ru
408948	jajsem.com@dns.inetpro.sk
408951	tokyu-agc.co.jp@ns2.tokyu-agc.co.jp
408952	timesleaderonline.com@quatro.oweb.com
408959	kobietapotrafi.pl@ns4.biznes-host.pl
408979	ob9ja.com@ns2.9jahoster.com
409018	shermanshoes.net@ns2.serverhost.net
409019	verona-mobili.ru@ns0.verona-design.ru
409020	xxking.com@dnsb.xxking.com
409022	rettsyndrome.ru@ns1.1gb.ru
409047	f-1club.com@ns1.asobu.jp
409092	bizimtoptan.com.tr@yh.teletek.net.tr
409098	bongkoch.com@ns2.bongkoch.com
409101	info-library.com.ua@ns2.s207.org.ua
409113	littlelatingfs.com@ns3.servers.adulteuhost.net
409128	cloudshare.cz@ks207166.kimsufi.com
409130	sparkassen-shop.de@ns3.arcor-ip.de
409136	needsneakers.com@dns1.3366dns.com
409150	3dxxxadult.com@ns2.3dxxxcartoons.com
409151	tactical22.net@ns2.sureshotweb.com
409158	muschisbehaarte.com@ns2.maturespoilues.com
409159	hipodromosanisidro.com@ns2.secure.net
409160	vardenchi.com@ns2.rapidns.com
409162	ghostviet.com@ns2001.nhanhoa.com
409165	bicuvas.com@ns2.hostingmadeeasy.com
409173	thefloorpro.com@ns2.enterprisejm.net
409181	russrock.ru@ns1.domishko.ru
409189	myfirstmobileapp.com@ns1.viteb.net
409218	articlesfree.co.uk@ns3.gswebsite.com
409237	eslontimes.com@sv.eslontimes.com
409247	sugarsweetcafe.com@ns1.sedoparking.com
409253	e-doctor.ne.jp@ns3.skyarch.ne.jp
409258	smb150.com@ns2.secure.net
409268	solusihp.com@ns2.seruu.com
409280	filairsoft.com@ns2.obetyance.com
409282	ebonybootyporn.com@ns2.madhost.biz
409284	francite.net@dns2.primiti.net
409302	dtekarnataka.in@ns1.net4india.com
409315	littlevirgins.org@NS2.ZORV.COM
409318	org-master.org@ns.majordomo.ru
409319	virtualizationreview.com@ns4.101m3.com
409323	lojaferracini.com.br@ns1.ecommercexxx.com
409328	codsindia.com@ns21.server-center.net
409338	ipattt.com@vps155.pathosting.com
409339	jaworzno.edu.pl@ns2.jaworzno.edu.pl
409344	dg165.net@ns1.prdcity.com
409348	zacatecas.gob.mx@dns2.zacatecas.gob.mx
409362	proznania.ru@ns.majordomo.ru
409366	yesfile.com@ns2.yesfile.com
409379	123independenceday.com@ns2.dn.net
409384	best-sex-shop.com@ns2.3essentials.com
409394	castleprivatehire.co.uk@ns3.vpweb.com
409395	verbolog.com@ns1.noc-a.com
409400	rezidentialesud.ro@ns2.newhost.ro
409407	hometophit.com@ns1.smarttutorgroup.com
409408	reseapro.com@ns3.reseapro.com
409432	shoujosense.com@ns1.shoujosense.com
409446	bewelcome.org@ns2.ecobytes.net
409480	sinaprosp.org.br@dns2.letti.com.br
409482	movimentomoda.com@ns2.gridfast.net
409484	dde.ir@ns131.dns.parsdev.net
409495	otzyv.by@ns2.otzyv.by
409506	iii.org@ns12.zoneedit.com
409515	ukrkniga.org.ua@ns1.demotivators.org.ua
409517	sawathee.com@ns2.keepidea.net
409519	teaforte.com@ns9.zoneedit.com
409530	howdoyoubuybitcoins.com@ns2.rosehosting.com
409543	liens-internet.info@ks306818.kimsufi.com
409551	drive.co.uk@ns2.northgatewebhosting.co.uk
409554	aastra.com@ns3.aastra.ch
409564	juscocityhk.com@poseidon.internad.hk
409565	urlaub-ferien-bayern.de@ns.hostix.de
409569	auto-camera.ru@ns2.majordomo.ru
409598	eco-iluminat.ro@ns1.abysslevel.net
409599	webkikaku.co.jp@ns5.xserver.jp
409610	spruecheportal.de@ns2.kundencontroller.de
409613	agriz.net@ns1.future-s.com
409623	oneplusyou.com@ns1.nextdatinginc.com
409647	gourmandine.ro@ns2.mxserver.ro
409648	asasport.ro@ns1.seonid.com
